ID,cb_person_cred_hist_length,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_education,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
267,3.0,5000.0,13.57,EDUCATION,0.11,Bachelor,male,RENT,43891.0,No,0.0
268,3.0,15200.0,11.48,DEBTCONSOLIDATION,0.26,Master,male,RENT,58535.0,No,1.0
269,8.0,18000.0,11.01,HOMEIMPROVEMENT,0.13,High School,male,MORTGAGE,141314.0,Yes,0.0
270,10.0,10000.0,13.48,VENTURE,0.23,Bachelor,male,RENT,43082.0,No,0.0
271,6.0,7000.0,6.99,EDUCATION,0.19,Associate,female,MORTGAGE,36870.0,Yes,0.0
272,3.0,7000.0,9.59,MEDICAL,0.19,Associate,male,RENT,36594.0,Yes,0.0
273,2.0,5000.0,10.25,HOMEIMPROVEMENT,0.06,Bachelor,male,RENT,78799.0,No,0.0
274,6.0,8124.0,9.9,EDUCATION,0.07,Master,male,MORTGAGE,119742.0,No,0.0
275,3.0,11538.0,10.01,VENTURE,0.14,Bachelor,female,MORTGAGE,85032.0,Yes,0.0
276,4.0,10000.0,8.23,DEBTCONSOLIDATION,0.24,Bachelor,female,MORTGAGE,42022.0,Yes,0.0
277,4.0,17000.0,6.91,DEBTCONSOLIDATION,0.25,High School,male,MORTGAGE,66719.0,Yes,0.0
278,7.0,10000.0,9.81,EDUCATION,0.08,Bachelor,male,MORTGAGE,128469.0,Yes,0.0
279,2.0,3200.0,8.49,VENTURE,0.14,Master,male,RENT,22387.0,No,1.0
280,10.0,6000.0,7.49,MEDICAL,0.14,Associate,male,RENT,43314.0,No,0.0
281,13.0,1926.0,6.87,MEDICAL,0.06,High School,female,RENT,34287.0,Yes,0.0
282,3.0,4000.0,9.25,DEBTCONSOLIDATION,0.07,High School,female,MORTGAGE,54932.0,Yes,0.0
283,3.0,3200.0,7.14,VENTURE,0.08,Bachelor,female,OWN,41759.0,Yes,0.0
284,3.0,4000.0,7.43,VENTURE,0.05,Associate,female,MORTGAGE,75593.0,Yes,0.0
285,9.0,15000.0,6.91,PERSONAL,0.2,Associate,male,RENT,74839.0,Yes,0.0
286,4.0,18000.0,13.13,MEDICAL,0.29,Associate,female,RENT,61038.0,No,1.0
287,3.0,12000.0,10.36,DEBTCONSOLIDATION,0.16,High School,male,RENT,73134.0,Yes,0.0
288,3.0,8000.0,10.99,HOMEIMPROVEMENT,0.07,Associate,female,MORTGAGE,107633.0,Yes,0.0
289,3.0,25000.0,16.07,EDUCATION,0.1,Associate,female,MORTGAGE,260035.0,Yes,0.0
290,6.0,4800.0,11.01,HOMEIMPROVEMENT,0.07,Master,male,RENT,72794.0,Yes,0.0
291,3.0,4000.0,16.49,MEDICAL,0.13,High School,female,RENT,31287.0,No,1.0
292,10.0,10000.0,9.22,EDUCATION,0.17,Bachelor,male,RENT,58436.0,No,0.0
293,4.0,7000.0,7.14,EDUCATION,0.1,High School,male,MORTGAGE,69979.0,No,0.0
294,3.0,7000.0,15.57,MEDICAL,0.11,Bachelor,female,RENT,61286.0,No,1.0
295,12.0,4000.0,10.62,MEDICAL,0.26,Master,female,RENT,15587.0,No,1.0
296,5.0,20000.0,7.88,MEDICAL,0.13,High School,male,MORTGAGE,150984.0,No,0.0
297,8.0,6000.0,10.46,DEBTCONSOLIDATION,0.13,Master,male,RENT,46988.0,Yes,0.0
298,3.0,4000.0,10.37,DEBTCONSOLIDATION,0.05,Bachelor,male,RENT,76243.0,Yes,0.0
299,4.0,6000.0,10.99,DEBTCONSOLIDATION,0.05,Associate,female,MORTGAGE,126880.0,No,0.0
300,4.0,6400.0,13.06,VENTURE,0.05,High School,female,MORTGAGE,136193.0,Yes,0.0
301,5.0,25000.0,13.49,HOMEIMPROVEMENT,0.13,Master,female,MORTGAGE,192674.0,Yes,0.0
302,5.0,10000.0,9.99,PERSONAL,0.16,Master,female,MORTGAGE,60853.0,No,0.0
303,8.0,7500.0,10.11,MEDICAL,0.16,Associate,male,RENT,47683.0,No,1.0
304,7.0,6000.0,11.04,EDUCATION,0.05,High School,female,RENT,128520.0,Yes,0.0
305,4.0,8000.0,11.01,EDUCATION,0.16,Master,male,RENT,51098.0,No,0.0
306,4.0,2911.0,13.24,DEBTCONSOLIDATION,0.06,Master,male,RENT,45833.0,No,1.0
307,16.0,5000.0,13.48,MEDICAL,0.04,High School,male,RENT,114932.0,No,0.0
308,6.0,15000.0,11.01,DEBTCONSOLIDATION,0.12,Bachelor,male,RENT,128951.0,Yes,0.0
309,2.0,13000.0,6.91,DEBTCONSOLIDATION,0.14,Bachelor,female,RENT,91154.0,No,0.0
310,4.0,9600.0,5.42,DEBTCONSOLIDATION,0.11,Associate,male,MORTGAGE,90955.0,No,0.0
311,14.0,7000.0,14.65,HOMEIMPROVEMENT,0.11,High School,male,MORTGAGE,63651.0,No,1.0
312,7.0,10000.0,9.88,HOMEIMPROVEMENT,0.1,Bachelor,female,RENT,101981.0,Yes,0.0
313,10.0,5600.0,12.18,PERSONAL,0.37,Master,male,RENT,15309.0,No,1.0
314,20.0,10000.0,13.61,DEBTCONSOLIDATION,0.14,Associate,male,RENT,72214.0,Yes,0.0
315,2.0,25000.0,11.01,MEDICAL,0.25,Associate,male,RENT,100758.0,No,1.0
316,7.0,6000.0,8.0,EDUCATION,0.11,Associate,female,MORTGAGE,56275.0,Yes,0.0
317,10.0,11000.0,14.26,VENTURE,0.03,High School,female,OWN,369446.0,No,0.0
318,4.0,2200.0,11.01,VENTURE,0.12,High School,male,RENT,18834.0,No,0.0
319,4.0,5000.0,10.99,EDUCATION,0.16,Bachelor,male,RENT,30724.0,Yes,0.0
320,4.0,7200.0,13.61,EDUCATION,0.16,Bachelor,male,OWN,45127.0,Yes,0.0
321,8.0,11365.0,6.1,HOMEIMPROVEMENT,0.07,Associate,male,MORTGAGE,169108.0,No,0.0
322,3.0,5550.0,11.36,MEDICAL,0.14,Bachelor,male,RENT,38322.0,No,1.0
323,4.0,5000.0,11.24,DEBTCONSOLIDATION,0.09,Bachelor,male,RENT,55333.0,Yes,0.0
324,2.0,22000.0,10.65,VENTURE,0.23,Associate,female,MORTGAGE,96867.0,No,0.0
325,2.0,16000.0,13.06,HOMEIMPROVEMENT,0.34,Associate,male,RENT,47700.0,No,1.0
326,2.0,8000.0,14.72,DEBTCONSOLIDATION,0.1,Associate,male,RENT,78928.0,No,0.0
327,2.0,4500.0,14.27,VENTURE,0.1,Master,male,RENT,43095.0,Yes,0.0
328,4.0,12000.0,12.68,DEBTCONSOLIDATION,0.11,Bachelor,male,RENT,106016.0,Yes,0.0
329,2.0,9000.0,7.49,DEBTCONSOLIDATION,0.15,High School,male,MORTGAGE,59778.0,No,0.0
330,5.0,4000.0,7.14,VENTURE,0.05,Bachelor,male,MORTGAGE,86213.0,Yes,0.0
331,3.0,5500.0,12.69,EDUCATION,0.05,High School,male,MORTGAGE,116091.0,Yes,0.0
332,4.0,10200.0,12.99,PERSONAL,0.08,Master,female,RENT,121313.0,No,0.0
333,9.0,10000.0,14.42,VENTURE,0.15,Bachelor,female,RENT,67291.0,Yes,0.0
334,2.0,9000.0,11.78,VENTURE,0.1,Associate,male,MORTGAGE,94672.0,No,1.0
335,22.0,9600.0,8.49,PERSONAL,0.15,High School,female,OWN,63273.0,Yes,0.0
336,2.0,7500.0,10.38,VENTURE,0.12,Master,male,RENT,63662.0,No,0.0
337,3.0,2500.0,14.59,HOMEIMPROVEMENT,0.2,Bachelor,male,RENT,12686.0,No,1.0
338,2.0,4025.0,6.76,EDUCATION,0.06,Master,female,RENT,65464.0,Yes,0.0
339,3.0,16000.0,14.42,EDUCATION,0.21,Bachelor,male,RENT,76988.0,No,1.0
340,8.0,6000.0,15.37,PERSONAL,0.06,Bachelor,female,RENT,106523.0,No,0.0
341,2.0,2507.0,12.56,PERSONAL,0.16,Master,female,RENT,15802.0,No,1.0
342,2.0,12000.0,5.42,EDUCATION,0.17,High School,male,MORTGAGE,68765.0,No,0.0
343,10.0,6000.0,19.42,VENTURE,0.16,Associate,female,RENT,36821.0,No,1.0
344,3.0,4055.0,11.01,DEBTCONSOLIDATION,0.05,High School,female,RENT,77719.0,No,1.0
345,12.0,25000.0,10.62,HOMEIMPROVEMENT,0.26,Associate,male,MORTGAGE,94979.0,Yes,0.0
346,7.0,12000.0,11.01,MEDICAL,0.26,Bachelor,female,MORTGAGE,45940.0,Yes,0.0
347,17.0,16000.0,16.35,EDUCATION,0.22,High School,female,MORTGAGE,73060.0,Yes,0.0
348,5.0,24000.0,10.71,HOMEIMPROVEMENT,0.31,Associate,female,MORTGAGE,77059.0,Yes,0.0
349,2.0,1500.0,11.36,EDUCATION,0.07,Associate,male,RENT,22862.0,Yes,0.0
350,15.0,6000.0,7.29,VENTURE,0.07,Master,female,RENT,84979.0,Yes,0.0
351,3.0,7500.0,13.92,MEDICAL,0.14,High School,female,RENT,53658.0,No,1.0
352,6.0,4200.0,7.66,MEDICAL,0.07,High School,female,RENT,58637.0,Yes,0.0
353,8.0,10000.0,9.88,VENTURE,0.18,Associate,male,MORTGAGE,54977.0,Yes,0.0
354,8.0,3500.0,6.09,VENTURE,0.09,Bachelor,female,RENT,37929.0,No,0.0
355,7.0,14000.0,14.42,PERSONAL,0.24,High School,female,RENT,57786.0,No,1.0
356,9.0,4000.0,11.01,PERSONAL,0.07,High School,female,MORTGAGE,60889.0,Yes,0.0
357,3.0,5000.0,5.79,EDUCATION,0.07,Associate,male,OWN,72766.0,Yes,0.0
358,2.0,1000.0,6.91,VENTURE,0.02,Associate,male,RENT,49775.0,Yes,0.0
359,3.0,17000.0,9.33,EDUCATION,0.19,Master,male,RENT,91266.0,No,0.0
360,3.0,24072.0,7.75,HOMEIMPROVEMENT,0.19,Associate,female,MORTGAGE,129178.0,No,0.0
361,2.0,9600.0,14.65,EDUCATION,0.13,Bachelor,male,RENT,73365.0,No,0.0
362,12.0,10500.0,7.66,VENTURE,0.1,High School,female,MORTGAGE,108902.0,Yes,0.0
363,10.0,17000.0,11.83,EDUCATION,0.3,Bachelor,female,MORTGAGE,56963.0,No,0.0
364,7.0,6000.0,12.72,EDUCATION,0.11,High School,male,MORTGAGE,54433.0,No,0.0
365,8.0,5100.0,10.75,DEBTCONSOLIDATION,0.07,Master,female,MORTGAGE,73043.0,Yes,0.0
366,16.0,2000.0,5.99,HOMEIMPROVEMENT,0.03,High School,female,MORTGAGE,65937.0,Yes,0.0
367,10.0,10200.0,7.64,HOMEIMPROVEMENT,0.06,Master,female,MORTGAGE,159134.0,Yes,0.0
368,4.0,4200.0,14.11,PERSONAL,0.18,Bachelor,male,MORTGAGE,23597.0,No,1.0
369,3.0,4000.0,5.79,EDUCATION,0.04,Bachelor,female,MORTGAGE,102792.0,No,0.0
370,3.0,8075.0,13.06,MEDICAL,0.12,Bachelor,male,RENT,65786.0,Yes,0.0
371,3.0,2700.0,10.74,VENTURE,0.03,High School,female,MORTGAGE,80213.0,Yes,0.0
372,10.0,2500.0,13.49,MEDICAL,0.04,Associate,female,RENT,61097.0,Yes,0.0
373,8.0,3900.0,11.01,EDUCATION,0.09,Associate,female,RENT,45699.0,Yes,0.0
374,2.0,12500.0,6.91,EDUCATION,0.16,High School,female,RENT,79447.0,Yes,0.0
375,3.0,12000.0,7.88,VENTURE,0.12,Associate,female,MORTGAGE,97324.0,No,0.0
376,7.0,8000.0,9.75,EDUCATION,0.08,Associate,female,MORTGAGE,94684.0,Yes,0.0
377,7.0,15000.0,7.88,DEBTCONSOLIDATION,0.12,Associate,male,MORTGAGE,128116.0,Yes,0.0
378,3.0,15000.0,14.75,HOMEIMPROVEMENT,0.18,High School,male,MORTGAGE,83773.0,No,1.0
379,13.0,5000.0,12.84,EDUCATION,0.08,Associate,male,RENT,63177.0,No,1.0
380,4.0,3500.0,8.59,MEDICAL,0.21,Associate,male,RENT,16281.0,No,1.0
381,9.0,6592.0,13.43,VENTURE,0.05,Associate,male,MORTGAGE,139033.0,Yes,0.0
382,3.0,9000.0,11.01,DEBTCONSOLIDATION,0.1,Bachelor,female,MORTGAGE,92495.0,No,1.0
383,12.0,2000.0,11.49,VENTURE,0.04,High School,female,RENT,54923.0,No,0.0
384,2.0,15000.0,11.83,EDUCATION,0.19,Bachelor,male,MORTGAGE,78529.0,No,0.0
385,7.0,18000.0,15.94,MEDICAL,0.08,Bachelor,female,MORTGAGE,216966.0,Yes,0.0
386,2.0,5500.0,5.42,VENTURE,0.13,Bachelor,female,OWN,43074.0,No,0.0
387,4.0,5500.0,12.13,EDUCATION,0.15,Master,male,RENT,36887.0,Yes,0.0
388,3.0,2500.0,9.91,DEBTCONSOLIDATION,0.04,High School,male,MORTGAGE,64669.0,No,0.0
389,8.0,5000.0,10.31,DEBTCONSOLIDATION,0.07,Master,female,RENT,75512.0,Yes,0.0
390,4.0,5448.0,11.98,EDUCATION,0.2,Associate,female,RENT,27179.0,Yes,0.0
391,3.0,14000.0,9.99,PERSONAL,0.11,Associate,male,MORTGAGE,125650.0,Yes,0.0
392,9.0,12000.0,14.46,VENTURE,0.14,Associate,female,RENT,83909.0,No,1.0
393,11.0,19200.0,11.01,MEDICAL,0.23,High School,female,RENT,84739.0,Yes,0.0
394,2.0,7000.0,14.09,DEBTCONSOLIDATION,0.17,Master,female,MORTGAGE,41736.0,No,1.0
395,3.0,7000.0,7.74,MEDICAL,0.06,High School,male,RENT,126915.0,No,0.0
396,9.0,10000.0,16.11,MEDICAL,0.19,Bachelor,male,RENT,51412.0,Yes,0.0
397,4.0,7000.0,6.54,EDUCATION,0.1,High School,female,RENT,72759.0,No,0.0
398,6.0,8000.0,8.6,EDUCATION,0.12,Bachelor,male,MORTGAGE,68135.0,Yes,0.0
399,3.0,15000.0,7.9,EDUCATION,0.1,High School,male,MORTGAGE,151958.0,Yes,0.0
400,3.0,6000.0,5.42,DEBTCONSOLIDATION,0.07,Associate,male,MORTGAGE,85095.0,Yes,0.0
401,3.0,10000.0,6.03,PERSONAL,0.12,Associate,female,RENT,84948.0,Yes,0.0
402,3.0,16000.0,11.99,VENTURE,0.16,High School,female,RENT,102719.0,Yes,0.0
403,2.0,14500.0,11.01,DEBTCONSOLIDATION,0.09,Associate,female,MORTGAGE,157122.0,Yes,0.0
404,3.0,10000.0,10.02,DEBTCONSOLIDATION,0.07,High School,male,RENT,144618.0,Yes,0.0
405,3.0,7800.0,11.01,PERSONAL,0.17,Associate,female,MORTGAGE,45578.0,Yes,0.0
406,4.0,12000.0,11.86,EDUCATION,0.06,Master,female,MORTGAGE,207440.0,No,0.0
407,17.0,3200.0,7.51,PERSONAL,0.05,Master,male,MORTGAGE,60868.0,Yes,0.0
408,13.0,7000.0,7.9,VENTURE,0.15,Associate,female,MORTGAGE,46939.0,No,0.0
409,9.0,10625.0,11.01,PERSONAL,0.22,Master,male,RENT,47632.0,Yes,0.0
410,5.0,3221.0,11.38,DEBTCONSOLIDATION,0.09,Associate,female,RENT,34572.0,Yes,0.0
411,8.0,7400.0,13.11,MEDICAL,0.1,Associate,female,MORTGAGE,72965.0,Yes,0.0
412,5.0,3000.0,11.01,DEBTCONSOLIDATION,0.02,High School,female,RENT,127187.0,No,0.0
413,2.0,4000.0,7.29,HOMEIMPROVEMENT,0.08,High School,male,MORTGAGE,48690.0,No,0.0
414,4.0,6000.0,15.23,VENTURE,0.22,Associate,male,OWN,26785.0,Yes,0.0
415,6.0,10000.0,11.71,VENTURE,0.04,Bachelor,female,MORTGAGE,224452.0,No,0.0
416,3.0,8000.0,5.79,PERSONAL,0.26,High School,male,OWN,30483.0,Yes,0.0
417,5.0,1800.0,8.23,MEDICAL,0.04,Bachelor,male,RENT,43125.0,Yes,0.0
418,7.0,6000.0,9.99,EDUCATION,0.05,High School,female,MORTGAGE,120774.0,Yes,0.0
419,4.0,35000.0,8.61,EDUCATION,0.31,High School,male,MORTGAGE,114486.0,No,0.0
420,2.0,1200.0,11.01,VENTURE,0.03,High School,male,MORTGAGE,47780.0,Yes,0.0
421,3.0,3000.0,11.01,MEDICAL,0.2,High School,male,OWN,15162.0,No,1.0
422,20.0,10000.0,13.23,PERSONAL,0.08,Bachelor,male,MORTGAGE,118629.0,No,0.0
423,4.0,20000.0,10.37,MEDICAL,0.14,High School,male,RENT,145007.0,Yes,0.0
424,3.0,5500.0,7.95,PERSONAL,0.08,High School,female,RENT,73182.0,No,0.0
425,3.0,6575.0,8.0,VENTURE,0.12,Master,female,RENT,55172.0,Yes,0.0
426,16.0,4200.0,14.72,PERSONAL,0.12,Associate,male,RENT,35337.0,No,1.0
427,4.0,4000.0,10.96,DEBTCONSOLIDATION,0.1,Associate,female,RENT,40771.0,No,0.0
428,11.0,3000.0,11.32,EDUCATION,0.09,Bachelor,female,RENT,34243.0,Yes,0.0
429,4.0,10000.0,11.01,PERSONAL,0.19,High School,female,RENT,51299.0,Yes,0.0
430,3.0,15000.0,13.22,PERSONAL,0.38,High School,male,RENT,39626.0,No,1.0
431,2.0,4852.0,10.21,EDUCATION,0.05,Bachelor,female,MORTGAGE,94905.0,No,0.0
432,6.0,26528.0,10.5,PERSONAL,0.41,Bachelor,female,MORTGAGE,65328.0,Yes,0.0
433,8.0,11200.0,11.99,MEDICAL,0.3,High School,female,RENT,37818.0,No,1.0
434,4.0,6600.0,8.9,DEBTCONSOLIDATION,0.08,Master,male,RENT,77739.0,Yes,0.0
435,4.0,11000.0,11.48,MEDICAL,0.33,Master,male,RENT,33467.0,No,1.0
436,3.0,20000.0,14.09,EDUCATION,0.23,High School,female,RENT,86183.0,No,0.0
437,3.0,18000.0,10.99,EDUCATION,0.23,Associate,male,RENT,76732.0,Yes,0.0
438,6.0,9558.0,7.24,MEDICAL,0.2,High School,male,RENT,47549.0,Yes,0.0
439,14.0,8000.0,14.11,PERSONAL,0.21,Master,male,RENT,37841.0,No,1.0
440,9.0,7000.0,7.66,EDUCATION,0.1,Associate,female,OWN,73227.0,Yes,0.0
441,4.0,9600.0,7.51,EDUCATION,0.16,High School,male,RENT,59838.0,No,1.0
442,7.0,5000.0,14.35,PERSONAL,0.24,Bachelor,male,RENT,21117.0,No,1.0
443,4.0,10800.0,10.75,MEDICAL,0.09,Associate,female,MORTGAGE,122239.0,Yes,0.0
444,7.0,15443.0,9.71,VENTURE,0.04,Bachelor,male,MORTGAGE,356880.0,Yes,0.0
445,7.0,12000.0,9.63,HOMEIMPROVEMENT,0.26,High School,male,RENT,45479.0,No,1.0
446,4.0,1000.0,12.84,DEBTCONSOLIDATION,0.03,Bachelor,male,RENT,29839.0,Yes,0.0
447,6.0,10000.0,12.42,VENTURE,0.13,Associate,male,MORTGAGE,79376.0,Yes,0.0
448,7.0,8000.0,7.9,PERSONAL,0.19,Associate,male,RENT,41675.0,Yes,0.0
449,9.0,8000.0,12.02,DEBTCONSOLIDATION,0.05,Master,male,MORTGAGE,164332.0,No,0.0
450,4.0,20000.0,11.01,MEDICAL,0.21,Bachelor,female,RENT,94557.0,Yes,0.0
451,3.0,4000.0,12.84,HOMEIMPROVEMENT,0.03,Bachelor,female,RENT,158395.0,No,0.0
452,7.0,9000.0,8.59,MEDICAL,0.15,Associate,male,RENT,58791.0,No,0.0
453,11.0,25000.0,11.06,HOMEIMPROVEMENT,0.17,High School,male,MORTGAGE,145067.0,No,0.0
454,3.0,12150.0,10.37,HOMEIMPROVEMENT,0.15,High School,male,MORTGAGE,81479.0,Yes,0.0
455,3.0,8997.0,11.95,VENTURE,0.14,Bachelor,male,RENT,64536.0,Yes,0.0
456,3.0,3000.0,9.16,EDUCATION,0.1,Bachelor,male,RENT,28846.0,Yes,0.0
457,4.0,15000.0,6.84,DEBTCONSOLIDATION,0.17,Bachelor,female,RENT,87629.0,Yes,0.0
458,3.0,2400.0,14.26,PERSONAL,0.05,Associate,female,RENT,46370.0,Yes,0.0
459,16.0,25000.0,11.49,PERSONAL,0.38,High School,female,MORTGAGE,65825.0,Yes,0.0
460,3.0,6000.0,7.51,DEBTCONSOLIDATION,0.16,Master,female,RENT,37156.0,Yes,0.0
461,7.0,10000.0,11.62,PERSONAL,0.15,Bachelor,female,MORTGAGE,68085.0,Yes,0.0
462,9.0,5709.0,13.47,PERSONAL,0.1,Associate,male,RENT,55966.0,Yes,0.0
463,5.0,7400.0,13.11,PERSONAL,0.1,High School,female,MORTGAGE,72817.0,Yes,0.0
464,4.0,25000.0,10.51,EDUCATION,0.26,Bachelor,male,MORTGAGE,96905.0,Yes,0.0
465,4.0,20000.0,12.21,VENTURE,0.32,Associate,female,RENT,62508.0,No,1.0
466,3.0,3000.0,10.0,DEBTCONSOLIDATION,0.04,Associate,male,RENT,72912.0,No,0.0
467,2.0,3725.0,12.69,MEDICAL,0.11,Master,male,MORTGAGE,33824.0,No,0.0
468,5.0,12000.0,12.53,HOMEIMPROVEMENT,0.21,High School,male,RENT,57332.0,No,1.0
469,2.0,17475.0,9.91,DEBTCONSOLIDATION,0.31,Bachelor,female,RENT,55627.0,No,1.0
470,2.0,7000.0,7.98,PERSONAL,0.08,Bachelor,male,RENT,87367.0,No,0.0
471,4.0,9600.0,7.88,PERSONAL,0.1,Associate,male,RENT,96884.0,Yes,0.0
472,11.0,10000.0,8.63,VENTURE,0.17,Associate,male,MORTGAGE,60484.0,Yes,0.0
473,8.0,6000.0,10.86,VENTURE,0.06,Bachelor,female,OWN,94161.0,Yes,0.0
474,8.0,11500.0,7.05,VENTURE,0.13,Bachelor,female,RENT,90504.0,Yes,0.0
475,6.0,10000.0,8.94,VENTURE,0.22,Associate,female,OWN,46434.0,Yes,0.0
476,6.0,35000.0,16.77,MEDICAL,0.09,Bachelor,male,MORTGAGE,391934.0,No,1.0
477,4.0,5000.0,9.63,EDUCATION,0.08,Bachelor,male,MORTGAGE,63929.0,No,0.0
478,3.0,12500.0,11.01,VENTURE,0.12,High School,male,MORTGAGE,100290.0,Yes,0.0
479,2.0,2000.0,8.59,PERSONAL,0.01,Bachelor,male,MORTGAGE,226515.0,Yes,0.0
480,4.0,2400.0,7.14,DEBTCONSOLIDATION,0.03,Associate,male,RENT,76329.0,No,0.0
481,2.0,4800.0,10.75,MEDICAL,0.06,Bachelor,male,RENT,83781.0,Yes,0.0
482,10.0,10000.0,7.88,PERSONAL,0.18,High School,male,OWN,55082.0,Yes,0.0
483,2.0,10000.0,15.65,PERSONAL,0.19,Associate,male,RENT,53432.0,No,1.0
484,11.0,11500.0,11.01,EDUCATION,0.19,Associate,male,MORTGAGE,61201.0,Yes,0.0
485,15.0,7500.0,12.86,DEBTCONSOLIDATION,0.07,High School,female,MORTGAGE,112795.0,No,1.0
486,2.0,4000.0,8.0,MEDICAL,0.06,High School,male,MORTGAGE,71193.0,Yes,0.0
487,9.0,7300.0,10.25,DEBTCONSOLIDATION,0.05,Bachelor,male,RENT,139230.0,No,0.0
488,7.0,8000.0,11.14,PERSONAL,0.13,Master,male,MORTGAGE,63323.0,Yes,0.0
489,6.0,8000.0,9.63,PERSONAL,0.08,Bachelor,male,MORTGAGE,96836.0,No,0.0
490,4.0,8400.0,14.65,MEDICAL,0.09,Bachelor,female,MORTGAGE,90750.0,No,1.0
491,3.0,7000.0,11.91,EDUCATION,0.1,Associate,male,MORTGAGE,72487.0,Yes,0.0
492,2.0,3500.0,11.01,MEDICAL,0.13,Master,male,RENT,27003.0,No,1.0
493,4.0,10000.0,13.61,EDUCATION,0.25,High School,male,RENT,39588.0,No,1.0
494,7.0,10400.0,14.96,EDUCATION,0.1,Bachelor,male,MORTGAGE,101946.0,Yes,0.0
495,4.0,10000.0,9.63,EDUCATION,0.11,Master,male,MORTGAGE,94796.0,No,1.0
496,4.0,6000.0,11.99,EDUCATION,0.05,Master,male,RENT,121274.0,Yes,0.0
497,9.0,6950.0,9.91,MEDICAL,0.13,Master,female,RENT,52801.0,No,0.0
498,7.0,12000.0,11.48,MEDICAL,0.22,Associate,male,RENT,54797.0,Yes,0.0
499,3.0,15000.0,9.88,DEBTCONSOLIDATION,0.15,Bachelor,male,MORTGAGE,102860.0,No,0.0
500,4.0,7000.0,5.99,HOMEIMPROVEMENT,0.29,Associate,male,MORTGAGE,24420.0,No,1.0
501,6.0,3249.0,13.6,DEBTCONSOLIDATION,0.06,Associate,female,RENT,50502.0,No,1.0
502,3.0,10125.0,14.65,VENTURE,0.12,High School,female,RENT,84894.0,Yes,0.0
503,6.0,12000.0,8.57,PERSONAL,0.16,Associate,male,MORTGAGE,74248.0,Yes,0.0
504,3.0,3490.0,15.58,MEDICAL,0.05,Associate,female,MORTGAGE,71767.0,No,1.0
505,5.0,12000.0,11.01,PERSONAL,0.25,Bachelor,female,MORTGAGE,48697.0,No,0.0
506,12.0,19000.0,9.99,DEBTCONSOLIDATION,0.14,High School,female,MORTGAGE,137703.0,No,0.0
507,4.0,8000.0,9.91,DEBTCONSOLIDATION,0.16,Associate,female,RENT,50266.0,No,1.0
508,2.0,14000.0,13.49,EDUCATION,0.16,High School,female,RENT,87636.0,Yes,0.0
509,2.0,9000.0,7.14,PERSONAL,0.13,High School,female,RENT,69638.0,No,0.0
510,9.0,20000.0,13.45,DEBTCONSOLIDATION,0.03,Doctorate,male,MORTGAGE,601266.0,No,0.0
511,4.0,10000.0,9.13,EDUCATION,0.1,Bachelor,male,RENT,96873.0,No,0.0
512,10.0,15000.0,11.83,DEBTCONSOLIDATION,0.07,Master,male,MORTGAGE,205622.0,No,1.0
513,3.0,9000.0,6.41,DEBTCONSOLIDATION,0.16,High School,female,RENT,56174.0,Yes,0.0
514,7.0,5000.0,9.53,MEDICAL,0.1,Associate,male,RENT,47810.0,No,1.0
515,10.0,7000.0,9.2,DEBTCONSOLIDATION,0.07,High School,male,MORTGAGE,106777.0,Yes,0.0
516,7.0,5554.0,10.91,MEDICAL,0.05,Master,male,MORTGAGE,112670.0,Yes,0.0
517,4.0,14850.0,8.9,DEBTCONSOLIDATION,0.38,Bachelor,male,RENT,39111.0,No,1.0
518,7.0,25000.0,16.07,VENTURE,0.14,Associate,female,RENT,172614.0,Yes,0.0
519,3.0,5400.0,8.94,PERSONAL,0.06,High School,male,MORTGAGE,90514.0,Yes,0.0
520,3.0,8000.0,12.73,MEDICAL,0.08,High School,female,RENT,97073.0,Yes,0.0
521,6.0,15000.0,13.49,DEBTCONSOLIDATION,0.2,Associate,female,RENT,73239.0,Yes,0.0
522,16.0,5000.0,9.62,MEDICAL,0.06,High School,male,RENT,78852.0,Yes,0.0
523,4.0,13750.0,11.71,MEDICAL,0.24,High School,female,MORTGAGE,58036.0,Yes,0.0
524,13.0,2351.0,8.79,EDUCATION,0.01,High School,male,MORTGAGE,188387.0,Yes,0.0
525,10.0,5000.0,11.76,MEDICAL,0.08,Bachelor,male,RENT,59708.0,No,0.0
526,4.0,19000.0,16.7,PERSONAL,0.33,High School,male,RENT,57891.0,No,1.0
527,4.0,2800.0,7.88,MEDICAL,0.06,Associate,male,RENT,45557.0,Yes,0.0
528,4.0,3000.0,10.01,MEDICAL,0.05,Bachelor,male,MORTGAGE,63335.0,Yes,0.0
529,13.0,5000.0,11.72,HOMEIMPROVEMENT,0.07,High School,female,MORTGAGE,73072.0,No,0.0
530,4.0,11325.0,12.69,MEDICAL,0.26,Bachelor,male,RENT,43899.0,No,1.0
531,7.0,3675.0,8.49,VENTURE,0.15,Bachelor,female,RENT,24066.0,No,1.0
532,6.0,5000.0,11.01,MEDICAL,0.07,Bachelor,female,RENT,69792.0,Yes,0.0
533,6.0,4000.0,13.85,MEDICAL,0.07,Bachelor,male,RENT,58509.0,Yes,0.0
534,6.0,15000.0,13.57,PERSONAL,0.16,High School,male,MORTGAGE,91059.0,Yes,0.0
535,2.0,8250.0,9.32,EDUCATION,0.17,Associate,female,MORTGAGE,48562.0,Yes,0.0
